District,Ethnicity,Fin Sup By Fam Sup Pct,Fin Sup By Fin Aids Pct,Fin Sup By Job Pct,Fin Sup By Oth Pct,Fin Sup By Per Sav Pct,Fin Sup By Schl Prize Pct,Have Own Desk At Home,Have Own Room At Home,High Edu Lvl Father,High Edu Lvl Mother,Mth Household Income,Nbr Of Household Member,Norm Travel Time,Number of Records,Place Of Birth,Religion,Residency,Snap Dat,Survey Year,Type Of Fam House,Wh Stdt Key,Work Exp,Year Of Resd In Hk
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130173,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130270,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130275,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130896,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130601,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130421,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130422,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130459,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111429,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127061,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127099,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129894,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130309,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130703,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127347,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126216,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126217,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129530,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129691,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129695,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129961,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130509,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130802,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130805,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131023,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126825,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131927,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131928,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129562,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129711,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129714,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129980,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130101,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130302,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130429,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130908,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130552,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130519,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129535,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130349,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130731,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130734,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130739,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131122,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126771,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129728,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129993,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130289,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130840,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131058,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111396,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126454,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129888,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129890,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130236,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130241,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130398,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130399,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130465,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130494,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130498,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130524,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130526,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130559,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130970,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130971,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130571,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130573,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131015,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,32708,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,32725,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,82557,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130967,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130662,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129641,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129646,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130594,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,119730,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131103,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129703,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126433,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126303,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130906,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129763,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131654,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129570,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130639,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131038,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130750,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130756,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130378,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131836,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131841,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127697,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127700,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131560,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129880,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130814,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129626,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130018,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130404,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130408,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130410,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130699,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131564,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131565,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131567,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,117066,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,118776,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126957,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126321,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126326,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129655,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130048,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130440,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130833,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131780,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126441,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126445,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126311,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131342,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131375,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130724,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130726,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126396,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129221,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129734,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129737,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111185,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111245,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130930,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130934,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124706,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129684,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129687,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130083,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130474,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130857,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126469,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126472,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126474,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126865,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130022,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131764,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130581,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130585,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129671,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126205,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130107,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130504,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130505,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130887,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131853,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131854,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131863,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126500,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124282,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127013,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130621,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130622,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130761,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131807,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111326,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126467,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126310,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129972,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129973,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129791,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131063,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129750,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130148,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130149,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130528,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130916,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130586,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130591,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124932,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124937,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124951,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,125288,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,125289,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,125449,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129544,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129545,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129546,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129808,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129810,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130090,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130091,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130357,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130651,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130655,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130868,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131092,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131094,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130788,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126497,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126357,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126316,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130097,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130099,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126194,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130181,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130184,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,118916,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131677,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129576,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129577,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129847,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129849,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130387,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130679,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130685,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130922,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131108,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,119698,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127274,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130821,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131682,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126372,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130229,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130029,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126266,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130263,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131748,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131750,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131756,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129804,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130988,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126197,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126200,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126202,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129604,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129611,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130151,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130710,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130713,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131740,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126726,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130851,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130854,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130856,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126209,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130165,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130172,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126778,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131833,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131835,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129833,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130246,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130644,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126242,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129902,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129905,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130199,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130743,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130961,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131162,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131515,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126289,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,110995,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111031,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129865,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129867,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131048,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131050,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,108887,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126259,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129934,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130220,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130476,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130990,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130996,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131826,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129679,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130075,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130077,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130269,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130898,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124885,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124887,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130600,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130602,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130604,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130420,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130454,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130457,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129897,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130312,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130314,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131080,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127377,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129532,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130510,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130513,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129858,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130373,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130547,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130550,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129582,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130515,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129927,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126293,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126766,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130291,,
